label,sentence
1,Musicals always cheer me up.. RECOMMEND Fight Club (1999)
1,Okay, let me hear it.. RECOMMEND Mulholland Drive (2001)
1,I love mystery films and this one stars my dream girl Naomi Watts.. RECOMMEND American Beauty (1999)
1,Let me hear your musical recommendation. Those types of movies always lift me up.. RECOMMEND Carousel (1956)
1,I like movies set far back in history. RECOMMEND Lawrence of Arabia (1962)
1,lol ok!. RECOMMEND Taxi Driver (1976)
1,hit me with it. RECOMMEND American History X (1998)
1,ok. RECOMMEND Full Metal Jacket (1987)
0,It fits with the style of movies I like.. RECOMMEND Panic in the Streets (1950)
1,I like thriller, comedy crime, and romantic dramas. RECOMMEND Memento (2000)
1,sure. RECOMMEND There Will Be Blood (2007)
1,i think that's the ticket. RECOMMEND Back to the Future (1985)
1,i need a movie to watch. it's an emerency, you gotta help!. RECOMMEND Jaws (1975)
1,It's neither a thriller nor a computer animation. RECOMMEND Finding Nemo (2003)
0,2000s. RECOMMEND Back to the Future (1985)
1,just comedy really. RECOMMEND Oh, God! Book II (1980)
1,the war one!. RECOMMEND Braveheart (1995)
1,Yes, that's correct. I definitely prefer 90's movies.. RECOMMEND Jurassic Park (1993)
1,What is it?. RECOMMEND Big Fish (2003)
0,I love older film. RECOMMEND Harold and Maude (1971)
1,not big on romance. RECOMMEND Fargo (1996)
1,I don't have many of those, just a comedy adventure.. RECOMMEND True Lies (1994)
1,I am looking for a movie to watch. I enjoy family movies, as well as fantasy, drama, adventure especially. If it was made in the 90s I would like it, too. Any suggestions?. RECOMMEND Schindler's List (1993)
1,Great comedy. RECOMMEND Fargo (1996)
1,comedy. RECOMMEND Ferris Bueller's Day Off (1986)
1,I don't really watch musicals.. RECOMMEND Meet the Robinsons (2007)
1,Do you have any sequels to animated movies? I don't like musicals, but there may be a good sequel available.. RECOMMEND Toy Story 2 (1999)
0,I don't really like comedy movies. I did enjoy the fantasy drama film Where the Wild Things Are.. RECOMMEND MacGruber (2010)
1,My favorite thriller is Memento. I think Christopher Nolan is an amazing director. I love how the film uses both black and white and color scenes. At first, the movie was hard to follow with the different chronological orders. By the end though, I was hooked.. RECOMMEND Fight Club (1999)
1,Mel Gibson is one of my favorites in both areas. I like Scorsese also. RECOMMEND American History X (1998)
1,sure! lets see it. RECOMMEND Goodfellas (1990)
1,super hero. RECOMMEND Batman Begins (2005)
1,I think I will enjoy this film. RECOMMEND Die Hard (1988)
1,I love war movies!. RECOMMEND Saving Private Ryan (1998)
1,It is a drama movie from the mid 90s. RECOMMEND Living in Oblivion (1995)
1,The crime drama I like is a British crime drama, so that may be right up my alley. RECOMMEND Cold Comfort Farm (1995)
1,It is a British comedy from the mid 90s. RECOMMEND Heavenly Creatures (1994)
1,It is an independent film, which I enjoy. As well as a comedy drama from the mid 90s. RECOMMEND Fargo (1996)
1,Hi, I'm looking for some war movies or some drama films. I also like comedy and some documentaries.. RECOMMEND Crimson Tide (1995)
1,It seems like it's up my ally. It has themes of war.. RECOMMEND Schindler's List (1993)
1,I love comicbook movies. RECOMMEND Indiana Jones and the Temple of Doom (1984)
0,Violence is fine. RECOMMEND Die Hard 2 (1990)
1,Sci fi. RECOMMEND X-Men (2000)
1,I'm open to anything, but a fantasy film might be good!. RECOMMEND 300 (2007)
1,I like Antonio Banderas, he's hot! Michael Douglas isn't bad, or Tom Hanks. RECOMMEND V for Vendetta (2006)
1,I like that it has fantasy elements, and is from the 2000s. RECOMMEND Braveheart (1995)
1,I've read the book and it was awesome! And I do like thrillers!. RECOMMEND 2 Days in the Valley (1996)
1,I prefer rommantic comedies. RECOMMEND Searching for Bobby Fischer (1993)
0,Family comedies maybe but I haven't liked any scifi. RECOMMEND Mrs. Doubtfire (1993)
1,Okay let's try another drama, then, I don't like scifi.. RECOMMEND Apollo 13 (1995)
1,I definitely prefer dramas that are a little bit edgy.. RECOMMEND Dead Man Walking (1995)
1,I simply adore Tom Hanks, would you kindly show me that film?. RECOMMEND Apollo 13 (1995)
1,That might be something I'd like to watch.. RECOMMEND GoldenEye (1995)
1,I simply adore Tom Hanks, would you kindly show me that film?. RECOMMEND Apollo 13 (1995)
1,That might be something I'd like to watch.. RECOMMEND GoldenEye (1995)
1,No i don't, but I like crime movies, and silly comedies like monty python. RECOMMEND Fargo (1996)
1,more drama. RECOMMEND Babe (1995)
1,sure. RECOMMEND Equilibrium (2002)
1,I love sci-fi. RECOMMEND Inception (2010)
0,OMG I Liek movies directed by Steven Spielberg. RECOMMEND Die Hard (1988)
1,I don't remember if Forrest Gump won any awards, but I loved that. And I really enjoyed Guardians of the Galaxy, which reminds me of a western set in space.. RECOMMEND Iron Man 3 (2013)
1,This is also a Marvel movie in the same universe timeline as Guardians.. RECOMMEND Big Hero 6 (2014)
1,Hello! I'm interested in adventure or science fiction films, ranging from 1989-now. RECOMMEND Interstellar (2014)
1,i liked pulp fiction so yes. RECOMMEND Reservoir Dogs (1992)
1,Awesome, I do like Roger Moore, Michael J fox and Steven Spielberg if that helps. RECOMMEND Saving Private Ryan (1998)
1,I like action movies and it's from a great director.. RECOMMEND Aliens (1986)
1,ET, Sling Blade. RECOMMEND Stand by Me (1986)
1,I like films based off of books or pixar films.. RECOMMEND Harry Potter and the Goblet of Fire (2005)
0,It doesn't align with my tastes.. RECOMMEND Donnie Darko (2001)
0,I love an assortment of films ranging from comedies, romance and thrillers. I typically like things from 2000 or before.. RECOMMEND Office Space (1999)
1,I think I might enjoy Ridley Scotts film!. RECOMMEND Blade Runner (1982)
1,Crime dramas, epics and westerns. RECOMMEND Braveheart (1995)
1,Possibly I might like them. RECOMMEND In Bruges (2008)
1,comedies are good, dramas better. RECOMMEND Dead Man Walking (1995)
1,sometimes. RECOMMEND Harold and Maude (1971)
1,I do. RECOMMEND Clerks (1994)
1,sure. RECOMMEND Young Frankenstein (1974)
1,Okay, hit me with it!. RECOMMEND Pulp Fiction (1994)
1,Thank you. RECOMMEND Schindler's List (1993)
1,Thank you so much.. RECOMMEND Forrest Gump (1994)
1,No. RECOMMEND Die Hard (1988)
1,i like crime. RECOMMEND Diner (1982)
1,its good!. RECOMMEND The Glass Shield (1994)
1,ywp. RECOMMEND Three Kings (1999)
1,comedy. RECOMMEND Being John Malkovich (1999)
0,I do like horror movies too. RECOMMEND Jacob's Ladder (1990)
1,No, not really. I'm more of an Edward Norton fan. RECOMMEND American Beauty (1999)
1,I love silly movies like this one. RECOMMEND Jerry and Tom (1998)
1,I really like comedies. Like silly comedies. RECOMMEND National Lampoon's Vacation (1983)
1,Great!. RECOMMEND Jurassic Park (1993)
1,Excellent. RECOMMEND Die Hard (1988)
1,I like comedy, horror, fantasy and drama. RECOMMEND Beetlejuice (1988)
1,Hey there, I like a wide variety of movies such as Toy Story and Dances With Wolves for instance, do you have any animated movies or maybe some adventure films to suggest? An epic western is good too.. RECOMMEND Jurassic Park (1993)
1,Depends on how tame the horror is. There will be kids in the audience.. RECOMMEND Young Frankenstein (1974)
1,I sure do, those are my favorite. RECOMMEND Forrest Gump (1994)
1,Yes I do.. RECOMMEND Reservoir Dogs (1992)
1,I hope so.. RECOMMEND Horsemen (2009)
1,Yes, sci fi more than comics, Indiana Jones and the Last Crusade, i like movies produced by George Lucas, can you recommend some?. RECOMMEND Back to the Future (1985)
1,I like animals.. RECOMMEND Chicken Run (2000)
1,I like animated films a lot!. RECOMMEND Monsters, Inc. (2001)
0,It's a comedy-drama from the early 2000s, and I have other films from that time that I enjoy.. RECOMMEND Ghost World (2001)
1,I really enjoy comedy-drama films, but did also enjoy Secretary (an erotic romance film) and Girl with a Pearl Earring (a drama film).. RECOMMEND Being John Malkovich (1999)
1,It's in my favorite film genre of comedy-drama.. RECOMMEND Garden State (2004)
1,Yay! When they're popular, I know it means it has to be good!. RECOMMEND Pulp Fiction (1994)
1,Great! Sci-fi, dramas and crime are good. RECOMMEND Schindler's List (1993)
1,i dont like scary pyschology movies. RECOMMEND Apocalypse Now (1979)
0,no. RECOMMEND Donnie Darko (2001)
0,i dont like fantasy movie. RECOMMEND Vertigo (1958)
1,Typically more recent. 90s and 2000s are best. 80s and 70s are good, but only if they were really big hits. I like bit hits. :). RECOMMEND Star Trek (2009)
1,90's and 2000's and yes. RECOMMEND Trainspotting (1996)
1,I don't really.. RECOMMEND Fargo (1996)
0,Hi, I like comedies and drama films. RECOMMEND American Pie (1999)
1,yawn. maybe throw a recommendation at me and take less then 4 minutes with your response.. RECOMMEND Little Miss Sunshine (2006)
1,ok sounds good. RECOMMEND Fight Club (1999)
1,yep, ready for what you got. RECOMMEND Braveheart (1995)
1,I like comedy and drama. RECOMMEND Reservoir Dogs (1992)
1,Any Where in that range is good. RECOMMEND Almost Famous (2000)
1,I am interested in crime and war films?. RECOMMEND Schindler's List (1993)
0,Oh, great I like dramas too. RECOMMEND Passion in the Desert (1998)
1,I don't like this movie.... I like comedies, dramas and war movies. RECOMMEND Fight Club (1999)
0,This movie doesn't fit my interests. RECOMMEND Reversal of Fortune (1990)
1,Not as much as computer animated science fiction, but I might be willing to try it.. RECOMMEND Ratatouille (2007)
1,Michael Bay, James Cameron, and Danny Boyle are great directors. Jim Carrey, Jennifer Aniston, and Megan Fox are good actors/actresses.. RECOMMEND Eternal Sunshine of the Spotless Mind (2004)
1,It is a comedy and I do like computer animation.. RECOMMEND Juno (2007)
1,I like comedies.. RECOMMEND 300 (2007)
1,Do you have any that are strictly comedies?. RECOMMEND Forgetting Sarah Marshall (2008)
1,Sure!. RECOMMEND Toy Story (1995)
1,It could be just the epic movie I want.. RECOMMEND Schindler's List (1993)
1,I do enjoy comedy dramas!. RECOMMEND The Second Best Exotic Marigold Hotel (2015)
1,I enjoy adventure films that are also comedy.. RECOMMEND Populaire (2012)
1,Let's go for the war film.. RECOMMEND Saving Private Ryan (1998)
1,I accepted this one because it's a comedy.. RECOMMEND Ferris Bueller's Day Off (1986)
1,Yes, I like comedies and epic dramas.. RECOMMEND Happy Gilmore (1996)
1,sure. RECOMMEND Saving Private Ryan (1998)
1,not particularly--- mostly action and horror. RECOMMEND The Hunger (1983)
1,i do. RECOMMEND Die Hard (1988)
1,not really. RECOMMEND Predator (1987)
1,Manly type movies are all me!. RECOMMEND V for Vendetta (2006)
0,Do you have anything with a bit more action?. RECOMMEND Waterworld (1995)
1,Ok, sure.. RECOMMEND Braveheart (1995)
0,I think I'd be most interested in the Ron Howard film. What is it?. RECOMMEND Apollo 13 (1995)
1,Whats the adventure film?. RECOMMEND Indiana Jones and the Last Crusade (1989)
1,What would that be?. RECOMMEND Election (1999)
1,looks awesome. RECOMMEND American History X (1998)
1,not forest gumpy stuff. RECOMMEND Django Unchained (2012)
1,Sot of fits with being john movie. RECOMMEND Little Miss Sunshine (2006)
0,Its a comedy drama. RECOMMEND American Beauty (1999)
1,Other than teh animated more off the beaten patch movies.. RECOMMEND Rushmore (1998)
1,I think the science-fiction aspect of the film will be very interesting alongside the crime element.. RECOMMEND Fight Club (1999)
1,Great! To answer your earlier question, I think the early nineties had some of the best movies ever made.. RECOMMEND Blade Runner (1982)
1,That sounds good, too. What are you thinking?. RECOMMEND L.A. Confidential (1997)
1,Wonderful! What would you suggest?. RECOMMEND Goodfellas (1990)
1,Spielberg. I like some strange movies like Office space. But I like big ticket adventure/kids movies as well. I like man movies as well!. RECOMMEND Napoleon Dynamite (2004)
1,Let's try the John Hughes? I. RECOMMEND Ferris Bueller's Day Off (1986)
1,I absolutely love this movie and it has Harrison Ford in it, which is an actor I said I liked.. RECOMMEND Hot Fuzz (2007)
0,I like Harrison Ford and Bill Pullman, but otherwise I'm not too picky.. RECOMMEND Guardians of the Galaxy (2014)
1,I don't really like Marvel films.. RECOMMEND Indiana Jones and the Last Crusade (1989)
1,That sounds like it would fit my likings.. RECOMMEND Blade Runner (1982)
1,Hmm, Robin Williams was a great actor that I loved, I also liked Paul Newman, Uma Thurman and Liam Neeson.. RECOMMEND Good Will Hunting (1997)
0,It was a very good movie. I did watch it a few times.. RECOMMEND Saving Private Ryan (1998)
1,This was a classic drama movie and it was very well made.. RECOMMEND Shrek (2001)
1,I love Tom Hanks. Awesome I love to see your recommendations.. RECOMMEND Philadelphia (1993)
1,I don't like war movies.. RECOMMEND Stand by Me (1986)
1,Do you have another film that is similar?. RECOMMEND Thor (2011)
1,I like fantasy films. Anything with superheroes, magic, bows and arrows. Things of that sort.. RECOMMEND Harry Potter and the Half-Blood Prince (2009)
1,okay i would like to see them. RECOMMEND Spider-Man 2 (2004)
1,Hi, I'm looking for a movie to watch. I like all kinds like comedy, science fiction, drama, etc.. RECOMMEND Trainspotting (1996)
1,I like comedies and McGregor.. RECOMMEND Magnolia (1999)
1,Oh ok. I understand what it is now. I would like to learn from it.. RECOMMEND Fight Club (1999)
1,I don't know what blaxploitation is.. RECOMMEND Shaft in Africa (1973)
0,i am looking for a good film. I like comedy, anti-war, science fiction drama and romantic comedies. RECOMMEND Taxi Driver (1976)
1,I am mostly interested in those that are American based, but those could be interesting as well. I love the classics like 101 Dalmatians and Toy Story.. RECOMMEND Aliens (1986)
1,I do like comedy-drama movies.. RECOMMEND Night on Earth (1991)
1,Sure I would like to try another comedy!. RECOMMEND Seven Psychopaths (2012)
1,I've heard its a good movie. RECOMMEND Apollo 13 (1995)
1,no more family oriented. RECOMMEND Mr. Holland's Opus (1995)
1,Things on the lighter side.. RECOMMEND Jurassic Park (1993)
1,Jack Nicholson is just not a good actor in my opinion.. RECOMMEND Braveheart (1995)
0,I don't think the film is that popular because it premiered at a film festival.. RECOMMEND Million Dollar Baby (2004)
0,I hate sports movies they're so cliche.. RECOMMEND Hells Angels on Wheels (1967)
0,I'm leaning towards Forrest Gump because love stories get me all emotional.. RECOMMEND As Good as It Gets (1997)
0,I prefer funny monies with actors that are well known stand up comics. It also has to involve a little bit of romance.. RECOMMEND Venus (2006)
